id	filename	md5	size	state	acl	project_id	category
00b92289-9caa-42d1-9097-e1166ed70d19	0912d3c8-72ad-47fc-8a45-1e200fb932d5.methylation_array.sesame.level3betas.txt	fcb6b283685b9fd1479b79a4bc959401	23159742	released	[b'open']	CCDI-MCI	data_file
00c22806-2b4d-42be-8c3d-4e4ba6de19d0	1e0ff6f7-2d37-4167-b678-4875da8f697a_noid_Grn.idat	be8f2ccdcff34ea619a4d0c88d6ee78a	14370473	released	[b'open']	CCDI-MCI	data_file
00c5efc5-4468-42f7-8bcd-a5cae591da4c	47914210-a50a-453e-ad15-9697f856a1c8.methylation_array.sesame.level3betas.txt	921a8bfb2e6ef2fd850c36cbef7747cb	18430852	released	[b'open']	CCDI-MCI	data_file
62b8f8e3-30c8-466a-beb2-d2ab98010734	310eb4c8-32d2-42d4-9e0e-f757b0fa4a88_wxs_gdc_realn.bai	a46823fbef61989dbfa46dc2b01afe49	6677464	released	[b'phs002790']	CCDI-MCI	index_file
00c6941c-4da8-4210-871a-bfc397e2e56d	310eb4c8-32d2-42d4-9e0e-f757b0fa4a88_wxs_gdc_realn.bam	a88ee344cbf44e556166b4a71622bf5a	39333498197	released	[b'phs002790']	CCDI-MCI	data_file
00d20f1d-b6bd-4176-bb87-bcfcaff885f7	ed2616ef-f934-4612-ba71-2a5275c813a0_noid_Red.idat	b6b1ce757af278b05cea31daa6c2c3ec	13678005	released	[b'open']	CCDI-MCI	data_file
21cbe18d-adae-4803-85c2-b43f34873563	a1265dad-c4ac-49b3-8b3a-c9ca55c347e2_wxs_gdc_realn.bai	bfd8a2f3255a4a2ec3d18543d6a34db9	8762240	released	[b'phs002790']	CCDI-MCI	index_file
00d5a39b-9dc6-47ee-bd73-5bf2f256161c	a1265dad-c4ac-49b3-8b3a-c9ca55c347e2_wxs_gdc_realn.bam	7bbee1f69c7cfbb823bc95f57fd3db71	237094348074	released	[b'phs002790']	CCDI-MCI	data_file
04bf8a26-b6e3-4772-b337-eb80d68cf07b	c159302e-7b71-49f9-b448-83a39b7961b3_wxs_gdc_realn.bai	ee9034dc9b969f72d10a4a148448c68a	7026968	released	[b'phs002790']	CCDI-MCI	index_file
00d8fc12-0acd-4a11-b78c-6def411ed449	c159302e-7b71-49f9-b448-83a39b7961b3_wxs_gdc_realn.bam	dff01c4bb30bc9782b38226710a66e56	65349534051	released	[b'phs002790']	CCDI-MCI	data_file
bc8faa5a-3b1a-450e-a070-34fccd8c4022	184f9ad8-014a-40ec-8e82-65b817e5783f_wxs_gdc_realn.bai	0bc40eca884d28493c7e4ff18f5bdc0a	8312768	released	[b'phs002790']	CCDI-MCI	index_file
00db1a37-a9ad-40c7-93cb-93cb44672a0f	184f9ad8-014a-40ec-8e82-65b817e5783f_wxs_gdc_realn.bam	a77f9480e939ad43fca6bfc354f4daff	231402914205	released	[b'phs002790']	CCDI-MCI	data_file
70ae35c5-7cb7-4d82-a896-8483d425e4ad	94d7f2a2-70fb-4b38-a9a4-f7f40b41cf71_wxs_gdc_realn.bai	3fbc9eba80763f09704ead0d4a44ec45	6630640	released	[b'phs002790']	CCDI-MCI	index_file
00dc0c68-3079-48bc-82be-495c120eb545	94d7f2a2-70fb-4b38-a9a4-f7f40b41cf71_wxs_gdc_realn.bam	700028b02c5f90d974ffeeb78245bb33	32180102774	released	[b'phs002790']	CCDI-MCI	data_file
00e17b31-8c0f-4e0f-aa4e-2a2a70582050	85fa2411-6a3c-44cc-be97-614ac06e0fef.methylation_array.sesame.level3betas.txt	e6a26d488344b358f9ba77bcc14d319b	23005467	released	[b'open']	CCDI-MCI	data_file
00e6e749-4b39-479d-8719-561687273f8e	3397613a-a5b1-4b87-ae5a-d6560ee0bbef.methylation_array.sesame.level3betas.txt	6cf4dc44131193303ad24e2eca6c725f	22483956	released	[b'open']	CCDI-MCI	data_file
c1deffc8-b240-4abd-a249-76f759cd9a3d	89f5f91b-fe3a-4e6f-a401-831d607d4aed_wxs_gdc_realn.bai	33212ef3abca43655a95e1baf28e3977	6580568	released	[b'phs002790']	CCDI-MCI	index_file
00e95f46-36aa-4b4c-8263-429f3d1ab2d2	89f5f91b-fe3a-4e6f-a401-831d607d4aed_wxs_gdc_realn.bam	24e097515c284e3c3cf404c43c0b6f87	33235153519	released	[b'phs002790']	CCDI-MCI	data_file
1bce7992-3298-4266-9550-4b493405c7ce	6e35f2a8-ff90-45a6-8b1f-27f2ed7ce534_wxs_gdc_realn.bai	414f9e3b8ff98f5f68254586f9551561	7011584	released	[b'phs002790']	CCDI-MCI	index_file
00eabb77-21ae-4516-85be-eabda6924989	6e35f2a8-ff90-45a6-8b1f-27f2ed7ce534_wxs_gdc_realn.bam	43ac47960ce41c2c8d85803becccc8dd	69755519143	released	[b'phs002790']	CCDI-MCI	data_file
8cdf04dc-f037-4bed-883a-863706073362	0091e3aa-45a7-47a0-a461-3978b7875530_wxs_gdc_realn.bai	c0e3d2b2065cc23874c80ca408c98cb3	7291976	released	[b'phs002790']	CCDI-MCI	index_file
00f11fb6-83ee-45bf-a858-eeead5d25877	0091e3aa-45a7-47a0-a461-3978b7875530_wxs_gdc_realn.bam	f14578e3ad6284ee5a2f2a42e1c3159f	98803452057	released	[b'phs002790']	CCDI-MCI	data_file
8db4f0f6-1e1e-4816-9ae0-88f94a3ee285	f4cfa05f-8107-4b78-bae8-2c8dcf5f1f67_wxs_gdc_realn.bai	9e44d2f53e6f5a6a06fbf67561e6c7ec	7004816	released	[b'phs002790']	CCDI-MCI	index_file
